trajectory_id,distance_time_ratio,avg_speed,route_deviation_percent,total_idle_minutes,fare_distance_ratio,itinerary_deviation_km,transport_mode_mismatch,schedule_delay_minutes,label,scenario
SCTD-0046,0.403876,33.226078,4.258264,2.831,16.935984,0.178467,0,1.145,0,normal_tourist_movement
SCTD-0047,0.078617,4.843809,0.970601,3.681,0.0,0.087194,0,2.817,0,normal_tourist_movement
SCTD-0048,0.280927,20.95634,2.583608,3.559,16.950761,0.090626,0,7.017,0,normal_tourist_movement
SCTD-0049,0.079385,4.901336,0.587775,3.738,0.0,0.02272,0,1.164,0,normal_tourist_movement
SCTD-0050,0.330194,20.96526,1.552469,1.04,17.280226,0.052238,0,5.131,0,normal_tourist_movement
SCTD-0051,0.071364,4.310455,1.083443,0.855,0.0,0.08373,0,14.725,0,normal_tourist_movement
SCTD-0052,0.242887,17.029759,2.440303,3.43,16.580787,0.138037,0,11.208,0,normal_tourist_movement
SCTD-0053,0.280648,18.388894,2.829866,1.628,15.875116,0.094181,0,7.293,0,normal_tourist_movement
SCTD-0054,0.329094,21.321432,1.799147,2.019,16.867289,0.102946,0,7.477,0,normal_tourist_movement
SCTD-0055,0.210984,15.869516,5.267775,2.985,4.182367,0.127892,0,4.543,0,normal_tourist_movement
SCTD-0056,0.246141,15.880944,1.273695,2.54,3.624721,0.078255,0,6.671,0,normal_tourist_movement
SCTD-0057,0.316085,20.82015,2.66645,1.911,17.041361,0.179767,0,6.466,0,normal_tourist_movement
SCTD-0058,0.362482,24.436544,1.65011,1.812,17.768262,0.022884,0,3.245,0,normal_tourist_movement
SCTD-0059,0.085207,5.112689,0.984891,0.007,0.0,0.102405,0,-7.839,0,normal_tourist_movement
SCTD-0060,0.262295,17.646724,3.398773,2.244,3.773357,0.165594,0,3.151,0,normal_tourist_movement
SCTD-0061,0.07559,4.5681,0.605462,0.989,0.0,0.016989,0,7.708,0,normal_tourist_movement
SCTD-0062,0.371315,25.446033,1.438024,2.822,14.782357,0.102864,0,4.135,0,normal_tourist_movement
SCTD-0063,0.364977,25.102556,0.674306,3.695,17.506959,0.020803,0,5.49,0,normal_tourist_movement
SCTD-0064,0.341265,20.855432,2.44688,0.364,17.320582,0.166689,0,4.864,0,normal_tourist_movement
SCTD-0065,0.292382,18.187047,0.999876,0.871,3.599319,0.055868,0,0.801,0,normal_tourist_movement
SCTD-0066,0.351501,22.886467,1.472983,2.209,15.512074,0.133933,0,6.237,0,normal_tourist_movement
SCTD-0067,0.081493,4.979983,1.947641,1.544,0.0,0.031974,0,-1.279,0,normal_tourist_movement
SCTD-0068,0.272345,17.667978,1.720605,1.339,15.955002,0.04367,0,7.103,0,normal_tourist_movement
SCTD-0069,0.294585,19.385743,1.739777,2.444,15.145586,0.092792,0,9.772,0,normal_tourist_movement
SCTD-0070,0.079064,4.8826,4.279694,1.48,0.0,0.145601,0,2.378,0,normal_tourist_movement
SCTD-0071,0.073166,4.433959,3.433542,0.651,0.0,0.123304,0,6.656,0,normal_tourist_movement
SCTD-0072,0.271998,17.637286,2.698415,1.658,3.955255,0.160725,0,2.343,0,normal_tourist_movement
SCTD-0073,0.1733,11.057527,1.785279,1.586,4.249095,0.041847,0,11.355,0,normal_tourist_movement
SCTD-0074,0.406793,25.430543,2.878496,0.464,3.79127,0.115867,0,-3.883,0,normal_tourist_movement
SCTD-0075,0.417053,26.125334,3.213254,0.602,15.853543,0.145332,0,1.076,0,normal_tourist_movement
SCTD-0076,0.29667,20.60078,3.033019,2.698,16.300075,0.175278,0,7.004,0,normal_tourist_movement
SCTD-0077,0.42555,27.858988,1.162096,1.589,14.567101,0.078341,0,1.075,0,normal_tourist_movement
SCTD-0078,0.072566,4.573307,1.722222,2.673,0.0,0.056446,0,5.246,0,normal_tourist_movement
SCTD-0079,0.068992,4.145344,0.824733,0.185,0.0,0.071299,0,18.48,0,normal_tourist_movement
SCTD-0080,0.323844,19.529265,2.727656,0.103,4.242998,0.176637,0,-1.194,0,normal_tourist_movement
SCTD-0081,0.290623,20.687392,2.4315,2.283,14.865044,0.051256,0,5.239,0,normal_tourist_movement
SCTD-0082,0.069601,4.21867,2.097305,0.917,0.0,0.106905,0,12.796,0,normal_tourist_movement
SCTD-0083,0.211623,20.262829,17.431356,1.828,4.323882,0.133905,0,1.494,0,normal_tourist_movement
SCTD-0084,0.072346,4.366071,2.032852,0.555,0.0,0.138884,0,10.289,0,normal_tourist_movement
SCTD-0085,0.219971,13.646962,0.67688,0.877,3.664387,0.016753,0,7.168,0,normal_tourist_movement
SCTD-0086,0.271076,18.37596,4.479411,1.223,16.875008,0.12535,0,4.277,0,normal_tourist_movement
SCTD-0087,0.36265,24.638702,1.301386,2.155,15.677781,0.06753,0,3.65,0,normal_tourist_movement
SCTD-0088,0.259323,17.536967,5.957792,1.165,4.199228,0.150638,0,1.903,0,normal_tourist_movement
SCTD-0089,0.24998,15.886216,1.849972,1.937,4.37238,0.082087,0,5.999,0,normal_tourist_movement
SCTD-0090,0.216356,13.175768,3.346509,0.334,3.787359,0.090074,0,6.538,0,normal_tourist_movement
SCTD-0091,0.080095,4.928237,0.547921,2.244,0.0,0.023427,0,-0.061,0,normal_tourist_movement
SCTD-0092,0.166928,10.952705,4.093576,1.403,4.084099,0.061524,0,7.422,0,normal_tourist_movement
SCTD-0093,0.065753,4.050758,1.656961,2.672,0.0,0.043993,0,18.321,0,normal_tourist_movement
SCTD-0094,0.25292,16.464602,0.955246,2.69,4.196812,0.053599,0,5.506,0,normal_tourist_movement
SCTD-0095,0.229046,15.5935,2.400314,3.763,3.786891,0.124956,0,7.809,0,normal_tourist_movement
SCTD-0096,0.392692,26.561543,1.653852,1.553,14.519812,0.079721,0,1.888,0,normal_tourist_movement
SCTD-0097,0.257466,15.84777,1.57175,0.56,4.33948,0.059282,0,3.251,0,normal_tourist_movement
SCTD-0098,0.53393,34.788978,1.643525,1.236,15.372498,0.062991,0,-2.838,0,normal_tourist_movement
SCTD-0099,0.278841,18.59842,1.44945,2.387,4.012418,0.07669,0,1.775,0,normal_tourist_movement
SCTD-0100,0.279734,17.62155,0.813215,1.022,3.705664,0.012082,0,1.493,0,normal_tourist_movement
SCTD-0101,0.079612,4.81383,2.009942,0.795,0.0,0.164295,0,0.993,0,normal_tourist_movement
SCTD-0102,0.084158,5.111256,1.549818,0.599,0.0,0.064452,0,-2.403,0,normal_tourist_movement
SCTD-0103,0.258617,16.082266,1.310224,1.436,4.191515,0.138442,0,5.637,0,normal_tourist_movement
SCTD-0104,0.274421,17.441967,1.306106,2.17,3.837558,0.117031,0,3.362,0,normal_tourist_movement
SCTD-0105,0.355674,28.937858,2.418388,3.433,15.556477,0.106739,0,2.91,0,normal_tourist_movement
SCTD-0106,0.262562,16.89446,1.88676,1.053,14.956087,0.054265,0,6.503,0,normal_tourist_movement
SCTD-0107,0.26011,16.912103,2.374176,2.03,4.292158,0.090085,0,3.688,0,normal_tourist_movement
SCTD-0108,0.074473,4.5453,0.531253,2.126,0.0,0.034448,0,9.024,0,normal_tourist_movement
SCTD-0109,0.3297,20.07686,1.807049,0.282,14.58082,0.112736,0,5.336,0,normal_tourist_movement
SCTD-0110,0.078267,4.81802,1.491334,2.117,0.0,0.089256,0,2.531,0,normal_tourist_movement
SCTD-0111,0.44769,27.362299,1.022171,0.344,17.638189,0.017283,0,0.116,0,normal_tourist_movement
SCTD-0112,0.219922,14.422286,2.244296,3.657,4.158324,0.179166,0,11.571,0,normal_tourist_movement
SCTD-0113,0.185931,12.774137,3.722378,3.744,4.391258,0.171159,0,11.27,0,normal_tourist_movement
SCTD-0114,0.403366,25.90962,1.439209,1.881,14.801848,0.164227,0,3.182,0,normal_tourist_movement
SCTD-0115,0.451155,27.918226,0.788399,0.771,15.42701,0.028039,0,-0.036,0,normal_tourist_movement
SCTD-0116,0.568455,35.04827,2.359425,0.267,14.577363,0.052664,0,-2.516,0,normal_tourist_movement
SCTD-0117,0.314438,21.347094,2.180916,2.392,14.607353,0.138355,0,6.485,0,normal_tourist_movement
SCTD-0118,0.075211,4.622935,0.721594,3.048,0.0,0.011095,0,7.758,0,normal_tourist_movement
SCTD-0119,0.076043,4.584675,1.695627,0.28,0.0,0.039877,0,3.071,0,normal_tourist_movement
SCTD-0120,0.067553,4.1539,1.729434,3.112,0.0,0.070806,0,19.849,0,normal_tourist_movement
SCTD-0121,0.259728,16.758347,2.442872,2.028,3.932281,0.151527,0,4.123,0,normal_tourist_movement
SCTD-0122,0.311294,22.103478,1.408775,3.861,15.269574,0.066959,0,7.741,0,normal_tourist_movement
SCTD-0123,0.070609,4.369771,2.635358,1.402,0.0,0.015733,0,5.578,0,normal_tourist_movement
SCTD-0124,0.328045,20.321554,1.276098,0.981,17.602449,0.05196,0,8.555,0,normal_tourist_movement
SCTD-0125,0.076842,4.643961,0.773225,0.461,0.0,0.028943,0,2.754,0,normal_tourist_movement
SCTD-0126,0.069618,4.223536,1.886783,1.166,0.0,0.038876,0,14.113,0,normal_tourist_movement
SCTD-0127,0.06852,4.137199,1.65436,0.929,0.0,0.165531,0,22.737,0,normal_tourist_movement
SCTD-0128,0.16373,11.812096,5.813109,3.815,4.195895,0.179248,0,10.887,0,normal_tourist_movement
SCTD-0129,0.278654,24.279733,2.663947,3.652,16.685781,0.063702,0,4.591,0,normal_tourist_movement
SCTD-0130,0.267978,16.590367,1.433658,1.17,4.141471,0.10849,0,4.329,0,normal_tourist_movement
SCTD-0131,0.282075,32.981415,11.113133,2.628,16.110156,0.131346,0,1.993,0,normal_tourist_movement
SCTD-0132,0.199582,12.938946,1.596028,1.962,3.936603,0.010403,0,8.846,0,normal_tourist_movement
SCTD-0133,0.403605,25.419456,0.854732,1.069,15.291676,0.076331,0,2.451,0,normal_tourist_movement
SCTD-0134,0.211149,13.762129,1.559405,3.564,3.972082,0.114654,0,13.497,0,normal_tourist_movement
SCTD-0135,0.428453,29.434209,2.113595,1.796,16.706754,0.102623,0,0.762,0,normal_tourist_movement
SCTD-0136,0.084814,5.177214,1.503578,2.34,0.0,0.173283,0,-6.958,0,normal_tourist_movement
SCTD-0137,0.298776,19.532797,0.961778,2.117,15.776767,0.017454,0,8.685,0,normal_tourist_movement
SCTD-0138,0.411287,26.130029,1.347624,0.864,14.982621,0.014041,0,1.359,0,normal_tourist_movement
SCTD-0139,0.066908,4.035357,0.994514,0.977,0.0,0.043586,0,31.377,0,normal_tourist_movement
SCTD-0140,0.078434,4.769546,0.500973,2.293,0.0,0.052289,0,3.884,0,normal_tourist_movement
SCTD-0141,0.087757,5.325923,3.128618,0.628,0.0,0.149224,0,-4.322,0,normal_tourist_movement
SCTD-0142,0.071411,4.359678,3.869541,1.004,0.0,0.123503,0,6.412,0,normal_tourist_movement
SCTD-0143,0.082129,4.976152,1.705862,1.072,0.0,0.125378,0,-1.525,0,normal_tourist_movement
SCTD-0144,0.342245,25.109127,4.345925,2.227,14.920168,0.176665,0,3.19,0,normal_tourist_movement
SCTD-0145,0.073685,4.455645,1.344674,0.696,0.0,0.06346,0,7.597,0,normal_tourist_movement
SCTD-0146,0.146115,10.302199,3.665546,2.625,4.083677,0.021088,0,9.051,0,normal_tourist_movement
SCTD-0147,0.421039,36.155675,2.708561,3.946,17.180651,0.122143,0,1.058,0,normal_tourist_movement
SCTD-0148,0.380142,23.320354,1.636429,0.547,17.228396,0.130684,0,3.962,0,normal_tourist_movement
SCTD-0149,0.456206,28.872305,2.577237,0.567,15.733992,0.059697,0,-0.073,0,normal_tourist_movement
SCTD-0150,0.244333,17.272584,2.626114,2.891,15.216499,0.117379,0,8.717,0,normal_tourist_movement
SCTD-0151,0.523298,40.763365,2.514075,2.468,15.934127,0.138287,0,-1.481,1,high_speed_abnormal_movement
SCTD-0152,1.397427,226.695052,0.575134,3.939,15.568985,0.044025,0,-13.084,1,high_speed_abnormal_movement
SCTD-0153,0.661987,51.829095,1.113835,3.251,3.773792,0.033858,0,-16.691,1,high_speed_abnormal_movement
SCTD-0154,1.652099,115.419846,1.025262,0.873,15.251679,0.10456,0,-16.479,1,high_speed_abnormal_movement
SCTD-0155,1.260042,79.324019,0.78056,0.435,16.255951,0.054146,0,-16.585,1,high_speed_abnormal_movement
SCTD-0156,0.833658,69.729724,1.673382,2.57,0.0,0.089792,0,-84.627,1,high_speed_abnormal_movement
SCTD-0157,0.986333,67.289877,2.187835,1.201,17.504666,0.174811,0,-11.62,1,high_speed_abnormal_movement
SCTD-0158,1.681955,336.880971,2.092216,2.89,0.0,0.143109,0,-81.375,1,high_speed_abnormal_movement
SCTD-0159,0.982306,126.735126,1.478922,3.842,3.981617,0.078198,0,-16.281,1,high_speed_abnormal_movement
SCTD-0160,0.364518,23.2031,3.62586,0.424,15.729852,0.055108,0,1.398,1,high_speed_abnormal_movement
SCTD-0161,0.994471,89.269672,1.155368,2.735,3.652592,0.053593,0,-19.019,1,high_speed_abnormal_movement
SCTD-0162,2.942808,263.172587,1.428648,1.134,0.0,0.126265,0,-122.15,1,high_speed_abnormal_movement
SCTD-0163,1.512775,91.790851,2.643694,0.041,14.789663,0.146805,0,-8.666,1,high_speed_abnormal_movement
SCTD-0164,0.991611,91.979594,1.264698,3.712,0.0,0.070458,0,-119.148,1,high_speed_abnormal_movement
SCTD-0165,2.253068,140.64304,2.380644,0.11,4.205041,0.073176,0,-18.22,1,high_speed_abnormal_movement
SCTD-0166,0.436808,31.99142,2.412648,2.387,14.982525,0.084633,0,0.463,1,high_speed_abnormal_movement
SCTD-0167,1.218019,169.652584,2.580747,2.516,16.269655,0.125751,0,-7.538,1,high_speed_abnormal_movement
SCTD-0168,0.718855,47.373137,1.249264,1.363,0.0,0.090314,0,-121.32,1,high_speed_abnormal_movement
SCTD-0169,0.851938,203.236298,2.337537,3.714,17.055743,0.041609,0,-4.432,1,high_speed_abnormal_movement
SCTD-0170,0.377553,32.35803,4.101882,3.818,0.0,0.145625,0,-45.699,1,high_speed_abnormal_movement
SCTD-0171,0.329126,20.930333,36.483684,2.207,16.212833,0.047324,0,16.006,1,large_route_deviation
SCTD-0172,0.226531,15.148714,29.200685,3.808,4.460515,0.167882,0,11.231,1,large_route_deviation
SCTD-0173,0.270552,18.60306,87.504887,3.137,15.804407,0.171338,0,17.178,1,large_route_deviation
SCTD-0174,0.357507,22.626272,23.669509,1.614,16.369318,0.100163,0,8.876,1,large_route_deviation
SCTD-0175,0.233551,14.544962,45.857548,1.288,4.29388,0.061874,0,14.97,1,large_route_deviation
SCTD-0176,0.297937,20.295175,53.151318,3.804,15.24456,0.146352,0,17.583,1,large_route_deviation
SCTD-0177,0.289414,17.808742,78.158961,0.629,3.443618,0.109897,0,12.092,1,large_route_deviation
SCTD-0178,0.234542,15.163183,78.838405,2.321,3.966466,0.152518,0,17.74,1,large_route_deviation
SCTD-0179,0.342377,20.644406,26.214144,0.147,19.738424,0.14628,0,8.362,1,large_route_deviation
SCTD-0180,0.073088,4.410134,46.543761,0.768,0.0,0.050755,0,40.354,1,large_route_deviation
SCTD-0181,0.075009,4.50804,30.993319,0.31,0.0,0.179111,0,35.629,1,large_route_deviation
SCTD-0182,0.069453,4.184626,53.69239,0.563,0.0,0.119051,0,41.925,1,large_route_deviation
SCTD-0183,0.330272,20.994388,53.340983,1.099,20.657442,0.06337,0,8.343,1,large_route_deviation
SCTD-0184,0.066226,3.986278,41.276038,0.345,0.0,0.013489,0,34.868,1,large_route_deviation
SCTD-0185,0.375057,26.260903,48.616428,3.626,16.859035,0.028248,0,9.126,1,large_route_deviation
SCTD-0186,0.393113,23.610779,30.320223,0.024,18.645186,0.173139,0,5.472,1,large_route_deviation
SCTD-0187,0.056979,3.525282,47.483063,3.183,0.0,0.150529,0,44.891,1,large_route_deviation
SCTD-0188,0.074592,4.527552,44.968953,1.449,0.0,0.083882,0,37.388,1,large_route_deviation
SCTD-0189,0.074127,4.54545,32.755386,3.904,0.0,0.08294,0,35.185,1,large_route_deviation
SCTD-0190,0.082797,5.027154,59.927068,1.04,0.0,0.035002,0,30.465,1,large_route_deviation
SCTD-0191,0.088231,29.006114,1.554996,73.204,15.257983,0.121543,0,72.177,1,excessive_idle_duration
SCTD-0192,0.045839,4.556157,1.027605,98.09,0.0,0.047261,0,106.03,1,excessive_idle_duration
SCTD-0193,0.034742,4.437612,3.051773,91.401,0.0,0.153985,0,98.878,1,excessive_idle_duration
SCTD-0194,0.041835,4.828962,1.839309,98.502,0.0,0.131848,0,98.924,1,excessive_idle_duration
SCTD-0195,0.043481,4.905862,2.811533,74.711,0.0,0.167239,0,74.254,1,excessive_idle_duration
SCTD-0196,0.106686,29.963124,1.081155,79.386,16.274467,0.115453,0,77.223,1,excessive_idle_duration
SCTD-0197,0.038005,4.647574,2.475397,83.498,0.0,0.149183,0,87.552,1,excessive_idle_duration
SCTD-0198,0.048244,5.106772,0.608144,92.359,0.0,0.054453,0,85.199,1,excessive_idle_duration
SCTD-0199,0.088052,20.496459,1.780533,86.408,3.696361,0.152151,0,82.561,1,excessive_idle_duration
SCTD-0200,0.074777,23.235687,1.859172,96.745,17.181437,0.112717,0,100.098,1,excessive_idle_duration
SCTD-0201,0.042259,4.640579,1.719496,85.787,0.0,0.103075,0,90.099,1,excessive_idle_duration
SCTD-0202,0.062132,13.100616,0.863035,68.929,4.131232,0.046291,0,76.494,1,excessive_idle_duration
SCTD-0203,0.034345,5.072208,1.806935,97.524,0.0,0.070741,0,94.622,1,excessive_idle_duration
SCTD-0204,0.064207,12.764882,1.956976,58.614,3.882984,0.086639,0,66.117,1,excessive_idle_duration
SCTD-0205,0.1048,20.364348,1.498479,77.557,14.620646,0.122341,0,86.259,1,excessive_idle_duration
SCTD-0206,0.04116,4.568448,0.966838,76.014,0.0,0.033036,0,80.654,1,excessive_idle_duration
SCTD-0207,0.089107,25.167405,1.786564,84.056,14.975275,0.156353,0,85.774,1,excessive_idle_duration
SCTD-0208,0.062169,28.703172,1.82385,98.723,14.785344,0.067552,0,97.888,1,excessive_idle_duration
SCTD-0209,0.026597,4.197715,3.089248,86.619,0.0,0.029385,0,93.528,1,excessive_idle_duration
SCTD-0210,0.056587,15.917817,1.860029,91.182,3.674525,0.120751,0,94.264,1,excessive_idle_duration
SCTD-0211,0.07407,4.715073,3.411882,3.916,39.401695,0.106609,0,5.863,1,fare_distance_inconsistency
SCTD-0212,0.293876,20.647035,1.924356,3.947,0.264329,0.116343,0,9.471,1,fare_distance_inconsistency
SCTD-0213,0.286301,17.985541,0.985403,1.319,0.425621,0.0445,0,1.347,1,fare_distance_inconsistency
SCTD-0214,0.076155,4.614817,1.681824,0.907,0.359803,0.088645,0,5.311,1,fare_distance_inconsistency
SCTD-0215,0.295479,18.097222,1.504969,0.598,47.67783,0.101776,0,0.654,1,fare_distance_inconsistency
SCTD-0216,0.425799,27.338702,1.230914,1.309,0.364313,0.086844,0,1.129,1,fare_distance_inconsistency
SCTD-0217,0.08845,5.421317,0.978378,2.427,0.252474,0.016417,0,-11.966,1,fare_distance_inconsistency
SCTD-0218,0.075916,4.576214,0.780399,0.468,0.347738,0.050162,0,5.766,1,fare_distance_inconsistency
SCTD-0219,0.25799,16.921104,0.746892,3.552,0.248249,0.043532,0,5.911,1,fare_distance_inconsistency
SCTD-0220,0.073603,4.505847,1.522193,2.135,50.221089,0.110437,0,9.879,1,fare_distance_inconsistency
SCTD-0221,0.259988,15.627642,1.969394,0.052,37.875637,0.140881,0,4.273,1,fare_distance_inconsistency
SCTD-0222,0.279196,17.903446,1.693484,2.493,44.16443,0.134436,0,3.018,1,fare_distance_inconsistency
SCTD-0223,0.274515,18.010954,1.082645,2.407,0.388219,0.062467,0,2.457,1,fare_distance_inconsistency
SCTD-0224,0.358662,29.010727,2.417031,3.175,0.358267,0.095721,0,2.687,1,fare_distance_inconsistency
SCTD-0225,0.072678,4.42286,1.423186,1.991,36.847769,0.126709,0,14.214,1,fare_distance_inconsistency
SCTD-0226,0.297107,19.814174,2.133923,2.353,45.35315,0.120906,0,0.377,1,fare_distance_inconsistency
SCTD-0227,0.064023,3.908018,1.990748,1.323,0.378303,0.035823,0,15.888,1,fare_distance_inconsistency
SCTD-0228,0.336036,23.057546,1.730344,3.434,52.060022,0.079209,0,7.065,1,fare_distance_inconsistency
SCTD-0229,0.493047,39.906121,2.611815,2.627,0.29759,0.12126,0,-0.835,1,fare_distance_inconsistency
SCTD-0230,0.200988,13.377684,2.832547,1.94,0.429678,0.010316,0,6.532,1,fare_distance_inconsistency
SCTD-0231,0.105812,6.416145,65.509267,1.06,0.0,5.888556,0,-11.503,1,large_itinerary_deviation
SCTD-0232,0.64792,46.972049,114.125761,3.12,7.990719,6.768893,0,4.92,1,large_itinerary_deviation
SCTD-0233,0.618976,41.076661,44.083918,1.758,11.828021,3.765209,0,-0.643,1,large_itinerary_deviation
SCTD-0234,0.442263,31.743634,90.410827,2.644,10.462288,4.049009,0,6.164,1,large_itinerary_deviation
SCTD-0235,0.092054,5.650833,58.768937,2.271,0.0,3.953226,0,16.502,1,large_itinerary_deviation
SCTD-0236,0.158297,9.762602,102.182497,1.988,0.0,6.051202,0,-0.725,1,large_itinerary_deviation
SCTD-0237,0.553679,33.821172,147.813615,0.334,1.581081,6.226874,0,4.772,1,large_itinerary_deviation
SCTD-0238,0.611918,42.7055,57.497165,3.265,10.336308,5.50543,0,1.998,1,large_itinerary_deviation
SCTD-0239,0.125968,7.724598,75.919844,1.949,0.0,5.161893,0,5.419,1,large_itinerary_deviation
SCTD-0240,0.193767,12.63245,195.665777,3.665,0.0,6.308697,0,5.699,1,large_itinerary_deviation
SCTD-0241,0.322445,20.234926,67.463853,1.796,2.752181,6.552281,0,8.542,1,large_itinerary_deviation
SCTD-0242,0.493655,43.789492,691.003596,3.756,2.586453,5.265351,0,9.914,1,large_itinerary_deviation
SCTD-0243,0.398367,27.049187,94.170654,2.389,2.57223,4.530723,0,4.496,1,large_itinerary_deviation
SCTD-0244,0.120707,7.495294,105.325852,2.882,0.0,6.834663,0,4.309,1,large_itinerary_deviation
SCTD-0245,0.470944,35.382348,180.36114,3.385,5.971736,5.44702,0,10.097,1,large_itinerary_deviation
SCTD-0246,0.493874,29.63364,43.321109,0.001,13.550133,4.09623,0,3.538,1,large_itinerary_deviation
SCTD-0247,0.100263,6.27351,90.123771,3.798,0.0,6.678588,0,-0.193,1,large_itinerary_deviation
SCTD-0248,0.321206,20.816141,43.333149,2.801,2.868613,4.050072,0,6.613,1,large_itinerary_deviation
SCTD-0249,0.67414,53.086763,84.884244,3.208,10.257562,5.154757,0,-0.02,1,large_itinerary_deviation
SCTD-0250,0.583079,38.533535,42.323379,1.974,12.537497,4.171314,0,-0.468,1,large_itinerary_deviation
