trajectory_id,event_index,event_type,timestamp_minutes,latitude,longitude,planned_latitude,planned_longitude,actual_mode,planned_mode,segment_distance_km,idle_minutes,fare_amount,scheduled_arrival_minutes
SCTD-0029,2,location,550.141,12.9467087,77.6081964,12.9467087,77.6073211,taxi,taxi,1.506697,3.548,0,553.227
SCTD-0029,3,location,553.438,12.9582218,77.6152283,12.9582218,77.6143205,taxi,taxi,1.489826,0,0,553.227
SCTD-0029,4,location,556.734,12.9697349,77.6220485,12.9697349,77.6213199,taxi,taxi,1.478206,0,103.99,553.227
SCTD-0030,0,location,540.0,12.9114314,77.5916956,12.9114314,77.5916956,walk,walk,0.0,0,0,675.746
SCTD-0030,1,location,575.547,12.9325459,77.6048618,12.9325459,77.6042757,walk,walk,2.747445,0,0,675.746
SCTD-0030,2,location,611.856,12.9536604,77.6179046,12.9536604,77.6168559,walk,walk,2.740464,0.762,0,675.746
SCTD-0030,3,location,647.403,12.9747749,77.630773,12.9747749,77.629436,walk,walk,2.730698,0,0,675.746
SCTD-0030,4,location,682.95,12.9958894,77.6435179,12.9958894,77.6420161,walk,walk,2.723834,0,0.0,675.746
SCTD-0031,0,location,540.0,12.9224362,77.5991501,12.9224362,77.5991501,taxi,taxi,0.0,0,0,553.872
SCTD-0031,1,location,545.255,12.9326361,77.6096723,12.9326361,77.6090423,taxi,taxi,1.608351,0,0,553.872
SCTD-0031,2,location,550.875,12.942836,77.6198806,12.942836,77.6189345,taxi,taxi,1.584379,0.364,0,553.872
SCTD-0031,3,location,556.13,12.9530358,77.6296449,12.9530358,77.6288267,taxi,taxi,1.551134,0,0,553.872
SCTD-0031,4,location,561.385,12.9632357,77.6390953,12.9632357,77.6387189,taxi,taxi,1.528096,0,93.06,553.872
SCTD-0032,0,location,540.0,12.9219111,77.6270905,12.9219111,77.6270905,walk,walk,0.0,0,0,639.167
SCTD-0032,1,location,568.007,12.9396802,77.6261821,12.9396802,77.6254993,walk,walk,1.978291,0,0,639.167
SCTD-0032,2,location,598.603,12.9574493,77.6249589,12.9574493,77.6239082,walk,walk,1.980281,2.589,0,639.167
SCTD-0032,3,location,626.609,12.9752185,77.6232904,12.9752185,77.622317,walk,walk,1.984095,0,0,639.167
SCTD-0032,4,location,654.616,12.9929876,77.6213069,12.9929876,77.6207259,walk,walk,1.987494,0,0.0,639.167
SCTD-0033,0,location,540.0,12.9553955,77.5915442,12.9553955,77.5915442,bus,bus,0.0,0,0,558.86
SCTD-0033,1,location,545.316,12.9578071,77.6050932,12.9578071,77.6043606,bus,bus,1.492513,0,0,558.86
SCTD-0033,2,location,552.384,12.9602187,77.6182756,12.9602187,77.617177,bus,bus,1.453431,1.753,0,558.86
SCTD-0033,3,location,557.7,12.9626303,77.6309394,12.9626303,77.6299933,bus,bus,1.39823,0,0,558.86
SCTD-0033,4,location,563.016,12.9650418,77.6432365,12.9650418,77.6428097,bus,bus,1.359242,0,24.86,558.86
SCTD-0034,0,location,540.0,12.9590856,77.613243,12.9590856,77.613243,taxi,taxi,0.0,0,0,550.98
SCTD-0034,1,location,542.818,12.9698288,77.6168186,12.9698288,77.6161437,taxi,taxi,1.255856,0,0,550.98
SCTD-0034,2,location,546.8,12.980572,77.6201077,12.980572,77.6190444,taxi,taxi,1.246623,1.165,0,550.98
SCTD-0034,3,location,549.618,12.9913152,77.6229915,12.9913152,77.6219451,taxi,taxi,1.234782,0,0,550.98
SCTD-0034,4,location,552.436,13.0020584,77.6255887,13.0020584,77.6248457,taxi,taxi,1.227289,0,86.47,550.98
SCTD-0035,0,location,540.0,12.9431027,77.6030156,12.9431027,77.6030156,taxi,taxi,0.0,0,0,553.914
SCTD-0035,1,location,544.461,12.9494022,77.6167002,12.9494022,77.6159339,taxi,taxi,1.640089,0,0,553.914
SCTD-0035,2,location,549.233,12.9557017,77.6300724,12.9557017,77.6288522,taxi,taxi,1.609518,0.311,0,553.914
SCTD-0035,3,location,553.694,12.9620012,77.643003,12.9620012,77.6417705,taxi,taxi,1.566529,0,0,553.914
SCTD-0035,4,location,558.155,12.9683007,77.6556212,12.9683007,77.6546888,taxi,taxi,1.536296,0,104.07,553.914
SCTD-0036,0,location,540.0,12.9345433,77.5943587,12.9345433,77.5943587,taxi,taxi,0.0,0,0,557.25
SCTD-0036,1,location,546.581,12.9487719,77.6053032,12.9487719,77.6047289,taxi,taxi,1.977359,0,0,557.25
SCTD-0036,2,location,554.214,12.9630006,77.6159306,12.9630006,77.6150992,taxi,taxi,1.956901,1.052,0,557.25
SCTD-0036,3,location,560.795,12.9772292,77.6261094,12.9772292,77.6254694,taxi,taxi,1.928661,0,0,557.25
SCTD-0036,4,location,567.377,12.9914578,77.6359711,12.9914578,77.6358397,taxi,taxi,1.909178,0,118.07,557.25
SCTD-0037,0,location,540.0,12.9277113,77.6135662,12.9277113,77.6135662,walk,walk,0.0,0,0,632.694
SCTD-0037,1,location,563.84,12.9360878,77.629187,12.9360878,77.6283573,walk,walk,1.932218,0,0,632.694
SCTD-0037,2,location,590.91,12.9444644,77.6444483,12.9444644,77.6431483,walk,walk,1.898129,3.231,0,632.694
SCTD-0037,3,location,614.75,12.952841,77.6592011,12.952841,77.6579393,walk,walk,1.85027,0,0,632.694
SCTD-0037,4,location,638.589,12.9612175,77.6735944,12.9612175,77.6727303,walk,walk,1.816664,0,0.0,632.694
SCTD-0038,0,location,540.0,12.9335906,77.5894827,12.9335906,77.5894827,taxi,taxi,0.0,0,0,558.254
SCTD-0038,1,location,545.056,12.942601,77.6070004,12.942601,77.6060246,taxi,taxi,2.146594,0,0,558.254
SCTD-0038,2,location,550.374,12.9516115,77.6240853,12.9516115,77.6225665,taxi,taxi,2.105164,0.261,0,558.254
SCTD-0038,3,location,555.43,12.9606219,77.6405579,12.9606219,77.6391084,taxi,taxi,2.047003,0,0,558.254
SCTD-0038,4,location,560.486,12.9696324,77.6565975,12.9696324,77.6556502,taxi,taxi,2.006167,0,134.31,558.254
SCTD-0039,0,location,540.0,12.9179706,77.5950387,12.9179706,77.5950387,taxi,taxi,0.0,0,0,556.794
SCTD-0039,1,location,544.268,12.9329405,77.6039508,12.9329405,77.6032853,taxi,taxi,1.924509,0,0,556.794
SCTD-0039,2,location,552.212,12.9479103,77.6125482,12.9479103,77.611532,taxi,taxi,1.90759,3.676,0,556.794
SCTD-0039,3,location,556.48,12.9628802,77.6207004,12.9628802,77.6197786,taxi,taxi,1.88447,0,0,556.794
SCTD-0039,4,location,560.749,12.9778501,77.6285377,12.9778501,77.6280253,taxi,taxi,1.868695,0,130.41,556.794
SCTD-0040,0,location,540.0,12.9226537,77.616604,12.9226537,77.616604,walk,walk,0.0,0,0,597.097
SCTD-0040,1,location,556.009,12.9327745,77.6189857,12.9327745,77.6183924,walk,walk,1.154598,0,0,597.097
SCTD-0040,2,location,572.056,12.9428952,77.6211484,12.9428952,77.6201808,walk,walk,1.149525,0.038,0,597.097
SCTD-0040,3,location,588.065,12.9530159,77.6230016,12.9530159,77.6219691,walk,walk,1.143155,0,0,597.097
SCTD-0040,4,location,604.074,12.9631367,77.6246359,12.9631367,77.6237575,walk,walk,1.139225,0,0.0,597.097
SCTD-0041,0,location,540.0,12.9559855,77.5755947,12.9559855,77.5755947,walk,walk,0.0,0,0,643.876
SCTD-0041,1,location,565.717,12.9653936,77.592781,12.9653936,77.5921596,walk,walk,2.136059,0,0,643.876
SCTD-0041,2,location,592.58,12.9748018,77.6098081,12.9748018,77.6087244,walk,walk,2.120974,1.145,0,643.876
SCTD-0041,3,location,618.297,12.98421,77.62661,12.98421,77.6252893,walk,walk,2.099723,0,0,643.876
SCTD-0041,4,location,644.014,12.9936182,77.6432526,12.9936182,77.6418541,walk,walk,2.084721,0,0.0,643.876
SCTD-0042,0,location,540.0,12.9399646,77.5898597,12.9399646,77.5898597,bus,bus,0.0,0,0,568.654
SCTD-0042,1,location,546.617,12.9494889,77.6078346,12.9494889,77.607116,bus,bus,2.217206,0,0,568.654
SCTD-0042,2,location,556.479,12.9590133,77.6255531,12.9590133,77.6243724,bus,bus,2.192779,3.246,0,568.654
SCTD-0042,3,location,563.096,12.9685376,77.6429092,12.9685376,77.6416287,bus,bus,2.158399,0,0,568.654
SCTD-0042,4,location,569.713,12.9780619,77.6600088,12.9780619,77.658885,bus,bus,2.134174,0,36.27,568.654
SCTD-0043,0,location,540.0,12.9110714,77.6050051,12.9110714,77.6050051,bus,bus,0.0,0,0,577.714
SCTD-0043,1,location,549.954,12.9350911,77.6140833,12.9350911,77.6135987,bus,bus,2.846323,0,0,577.714
SCTD-0043,2,location,561.455,12.9591107,77.6229756,12.9591107,77.6221922,bus,bus,2.839391,1.546,0,577.714
SCTD-0043,3,location,571.41,12.9831304,77.6316049,12.9831304,77.6307858,bus,bus,2.829817,0,0,577.714
SCTD-0043,4,location,581.364,13.00715,77.6400483,13.00715,77.6393793,bus,bus,2.823194,0,46.13,577.714
SCTD-0044,0,location,540.0,12.9125983,77.6014051,12.9125983,77.6014051,walk,walk,0.0,0,0,686.213
SCTD-0044,1,location,580.659,12.9342951,77.6173054,12.9342951,77.6166544,walk,walk,2.96482,0,0,686.213
SCTD-0044,2,location,623.857,12.955992,77.6329642,12.955992,77.6319038,walk,walk,2.9496,2.539,0,686.213
SCTD-0044,3,location,664.516,12.9776889,77.6482814,12.9776889,77.6471531,walk,walk,2.928375,0,0,686.213
SCTD-0044,4,location,705.175,12.9993857,77.6633569,12.9993857,77.6624024,walk,walk,2.913535,0,0.0,686.213
SCTD-0045,0,location,540.0,12.9357484,77.5865944,12.9357484,77.5865944,walk,walk,0.0,0,0,668.764
SCTD-0045,1,location,571.249,12.9455918,77.6086718,12.9455918,77.6081062,walk,walk,2.631027,0,0,668.764
SCTD-0045,2,location,605.031,12.9554352,77.6305463,12.9554352,77.6296179,walk,walk,2.610966,2.533,0,668.764
SCTD-0045,3,location,636.279,12.9652786,77.6521339,12.9652786,77.6511297,walk,walk,2.582685,0,0,668.764
SCTD-0045,4,location,667.528,12.975122,77.6735186,12.975122,77.6726415,walk,walk,2.562702,0,0.0,668.764
SCTD-0046,0,location,540.0,12.9458574,77.6129905,12.9458574,77.6129905,taxi,taxi,0.0,0,0,549.314
SCTD-0046,1,location,541.907,12.9551583,77.6152005,12.9551583,77.6145406,taxi,taxi,1.061585,0,0,549.314
SCTD-0046,2,location,546.645,12.9644593,77.6172651,12.9644593,77.6160907,taxi,taxi,1.058142,2.831,0,549.314
SCTD-0046,3,location,548.552,12.9737602,77.6191242,12.9737602,77.6176408,taxi,taxi,1.053657,0,0,549.314
SCTD-0046,4,location,550.459,12.9830612,77.620838,12.9830612,77.6191909,taxi,taxi,1.050758,0,71.54,549.314
